,datadate,tic,prccd,ajexdi,prcod,prchd,prcld,cshtrd
6691,20201005,HSI,23767.7793,23767.7793,24039.39063,24039.39063,23674.51953,1420427500
6692,20201006,HSI,23980.65039,23980.65039,23895.21094,24005.0293,23842.25,1325452200
6693,20201007,HSI,24242.85938,24242.85938,23999.78906,24243.91016,23905.41992,1537076100
6694,20201008,HSI,24193.34961,24193.34961,24263.33008,24263.33008,24021.92969,1182030300
6695,20201009,HSI,24119.13086,24119.13086,24343.81055,24343.81055,24059.28906,1358969500
6696,20201012,HSI,24649.67969,24649.67969,24217.25,24702.81055,24196.80078,2430403500
6697,20201013,HSI,24649.67969,24649.67969,24217.25,24702.81055,24196.80078,2430403500
6698,20201014,HSI,24667.08984,24667.08984,24808.84961,24808.84961,24498.93945,2550042800
6699,20201015,HSI,24158.53906,24158.53906,24533.75,24573.25,24102.21094,2134202800
6700,20201016,HSI,24386.78906,24386.78906,24194.41016,24456.9707,24194.41016,2697525100
6701,20201019,HSI,24542.25977,24542.25977,24565.42969,24771.84961,24478.4707,3605537600
6702,20201020,HSI,24569.53906,24569.53906,24571.64063,24600.39063,24456.83984,1879052000
6703,20201021,HSI,24754.41992,24754.41992,24695.53906,24903,24653.16016,1929447200
6704,20201022,HSI,24786.13086,24786.13086,24696.31055,24817.00977,24556.55078,2486871200
6705,20201023,HSI,24918.7793,24918.7793,24773.11914,24970.58984,24683.25,2368156700
6706,20201026,HSI,24918.7793,24918.7793,24773.11914,24970.58984,24683.25,2368156700
6707,20201027,HSI,24787.18945,24787.18945,24839.9707,24872.51953,24602.10938,2435164600
6708,20201028,HSI,24708.80078,24708.80078,24773.53906,24844.78906,24586.06055,2011940400
6709,20201029,HSI,24586.59961,24586.59961,24290.00977,24678.90039,24258.56055,1936749000
6710,20201030,HSI,24107.41992,24107.41992,24535.90039,24600.53906,24029.94922,2537744200
6711,20201102,HSI,24460.00977,24460.00977,24274.83008,24486.01953,24232.66016,2355413200
6712,20201103,HSI,24939.73047,24939.73047,24689.56055,25048.5293,24689.50977,2244353000
6713,20201104,HSI,24886.14063,24886.14063,24790,25093.7207,24733.23047,2305561500
6714,20201105,HSI,25695.91992,25695.91992,25500.91016,25695.91992,25343.43945,2617492000
6715,20201106,HSI,25712.9707,25712.9707,25750.7793,25799.9707,25540.98047,2370476000
6716,20201109,HSI,26016.16992,26016.16992,26157.76953,26172.23047,25950.41016,2350101500
6717,20201110,HSI,26301.48047,26301.48047,26474.03906,26474.03906,26041.86914,3847144100
6718,20201111,HSI,26226.98047,26226.98047,26226.80078,26432.56055,26168.63086,4120773700
6719,20201112,HSI,26169.38086,26169.38086,26409.33984,26460.93945,26071.15039,2679020500
6720,20201113,HSI,26156.85938,26156.85938,26114.59961,26156.85938,25909.17969,2435105000
6721,20201116,HSI,26381.66992,26381.66992,26362.07031,26394.40039,26191.53906,2090236500
6722,20201117,HSI,26415.08984,26415.08984,26515.08984,26530.53906,26339.88086,2394565600
6723,20201118,HSI,26544.28906,26544.28906,26434.24023,26618.00977,26344.85938,2292758600
6724,20201119,HSI,26356.9707,26356.9707,26460.60938,26460.60938,26311.64063,2413890100
6725,20201120,HSI,26451.53906,26451.53906,26406.86914,26564.25,26313.2793,2149354400
6726,20201123,HSI,26486.19922,26486.19922,26659.78906,26662.66016,26369.33984,2235155500
6727,20201124,HSI,26588.19922,26588.19922,26630.33984,26630.33984,26409.76953,2014989400
6728,20201125,HSI,26669.75,26669.75,26819.96094,27040.41016,26591.30078,2859974400
6729,20201126,HSI,26819.44922,26819.44922,26695.25,26819.44922,26612,1977652900
6730,20201127,HSI,26894.67969,26894.67969,26758.49023,27009.15039,26704.59961,2733597200
6731,20201130,HSI,26341.49023,26341.49023,26853.39063,26960.92969,26322.67969,5742060100
6732,20201201,HSI,26567.67969,26567.67969,26422.71094,26662.17969,26375.24023,3564238900
6733,20201202,HSI,26532.58008,26532.58008,26670.11914,26670.11914,26379.48047,3704087400
6734,20201203,HSI,26728.5,26728.5,26623.41992,26781.99023,26556.01953,2830413900
6735,20201204,HSI,26835.91992,26835.91992,26811.58984,26835.91992,26652.33984,3205350200
6736,20201207,HSI,26506.84961,26506.84961,26870.58008,26870.58008,26256.40039,2806021200
6737,20201208,HSI,26304.56055,26304.56055,26460.34961,26460.34961,26270.91016,2542680300
6738,20201209,HSI,26502.83984,26502.83984,26510.41992,26666.93945,26445.66016,2537716200
6739,20201210,HSI,26410.58984,26410.58984,26335.25977,26434.4707,26287.01953,2000568900
6740,20201211,HSI,26505.86914,26505.86914,26634.21094,26704.00977,26443.00977,2497420400
6741,20201214,HSI,26389.51953,26389.51953,26522.09961,26544.11914,26318.10938,2210976700
6742,20201215,HSI,26207.28906,26207.28906,26418.92969,26436.03906,26127.67969,2587144400
6743,20201216,HSI,26460.28906,26460.28906,26421.21094,26510.18945,26318.74023,2043444500
6744,20201217,HSI,26678.38086,26678.38086,26608.43945,26678.38086,26390.58984,2262422800
6745,20201218,HSI,26498.59961,26498.59961,26650.49023,26668.09961,26363.05078,3080026700
6746,20201221,HSI,26306.67969,26306.67969,26422.61914,26498.65039,26274.65039,2044977300
6747,20201222,HSI,26119.25,26119.25,26260.7793,26365.19922,25998.86914,1747533900
6748,20201223,HSI,26343.09961,26343.09961,26083.10938,26343.09961,26071.75977,2009461800
6749,20201228,HSI,26314.63086,26314.63086,26288.36914,26514.08008,26264.32031,2669629600
6750,20201229,HSI,26568.49023,26568.49023,26490.44922,26618.7793,26432.91016,2304707300
6751,20201230,HSI,27147.10938,27147.10938,26695.10938,27159.4707,26670.9707,2552802900
6752,20210104,HSI,27472.81055,27472.81055,27087.13086,27502.83008,27079.24023,2870443300
6753,20210105,HSI,27649.85938,27649.85938,27281.33984,27690.21094,27150.38086,3282490100
6754,20210106,HSI,27692.30078,27692.30078,27613.33984,27756.42969,27389.7793,3079382600
6755,20210107,HSI,27548.51953,27548.51953,27715.93945,27752.35938,27457.4707,3775142800
6756,20210108,HSI,27878.2207,27878.2207,27630.0293,27920.76953,27538.19922,5667284000
6757,20210111,HSI,27908.2207,27908.2207,28003.98047,28176.65039,27794.81055,4366094600
6758,20210112,HSI,28276.75,28276.75,27894.28906,28276.75,27781.41992,3399606200
6759,20210113,HSI,28235.59961,28235.59961,28309.32031,28414.53906,28136.64063,3559366600
6760,20210114,HSI,28496.85938,28496.85938,28408.11914,28510.91992,28280.08984,3205592600
6761,20210115,HSI,28573.85938,28573.85938,28394.36914,28667.58984,28294.66016,4485371800
6762,20210118,HSI,28862.76953,28862.76953,28454.58984,28864.25,28390.28906,2956444000
6763,20210119,HSI,29642.2793,29642.2793,29100.16992,29848.42969,29100.16992,4568245300
6764,20210120,HSI,29962.4707,29962.4707,29794.41016,29993.4707,29676.53906,3937834200
6765,20210121,HSI,29927.75977,29927.75977,29951.7793,30135.5,29745.86914,3004888900
6766,20210122,HSI,29447.84961,29447.84961,29809.23047,29862.89063,29413.51953,3381738600
6767,20210125,HSI,30159.00977,30159.00977,29677.30078,30191.16016,29673.25977,3066515300
6768,20210126,HSI,29391.25977,29391.25977,29892.84961,29965.10938,29345.74023,4810723600
6769,20210127,HSI,29297.5293,29297.5293,29556.58008,29636.63086,29194.36914,3808971800
6770,20210128,HSI,28550.76953,28550.76953,28914.84961,29191.67969,28467.00977,2993470100
6771,20210129,HSI,28283.71094,28283.71094,28826.17969,28972.06055,28259.73047,3196757600
6772,20210201,HSI,28892.85938,28892.85938,28457.84961,28982.76953,28382.25977,2464276400
6773,20210202,HSI,29248.69922,29248.69922,29378.11914,29511,29198.85938,2739194600
6774,20210203,HSI,29307.46094,29307.46094,29305.41016,29312,28967.00977,2681355500
6775,20210204,HSI,29113.5,29113.5,29093.53906,29409,28775.38086,3032246200
6776,20210205,HSI,29288.67969,29288.67969,29305.08984,29495.64063,29184.08984,2675266500
6777,20210208,HSI,29319.4707,29319.4707,29629.08008,29706.08008,29293.64063,2196734100
6778,20210209,HSI,29476.18945,29476.18945,29442.5,29527.66992,29263.98047,1851043400
6779,20210210,HSI,30038.7207,30038.7207,29796.18945,30075.5,29732.23047,1998284900
6780,20210211,HSI,30173.57031,30173.57031,29995.2793,30184.16992,29828.61914,1192111200
6781,20210216,HSI,30746.66016,30746.66016,30675.82031,30793.48047,30497.40039,3269676200
6782,20210217,HSI,31084.93945,31084.93945,30636.36914,31168.30078,30503.46094,3144032900
6783,20210218,HSI,30595.26953,30595.26953,31183.35938,31183.35938,30570.55078,3687581000
6784,20210219,HSI,30644.73047,30644.73047,30483.46094,30720.15039,30099.71094,3317191700
6785,20210222,HSI,30319.83008,30319.83008,31071.60938,31071.60938,30298.58008,4449910100
6786,20210223,HSI,30632.64063,30632.64063,30189.9707,30948.4707,30126.40039,4605710300
6787,20210224,HSI,29718.24023,29718.24023,30702.65039,30792.88086,29532.67969,4846335300
