,datadate,tic,prccd,ajexdi,prcod,prchd,prcld,cshtrd
6386,20190715,HSI,28554.88086,28554.88086,28303.35938,28567.25,28071.18945,1317116400
6387,20190716,HSI,28619.61914,28619.61914,28583.92969,28634.65039,28489.41016,1024681900
6388,20190717,HSI,28593.16992,28593.16992,28463.76953,28593.16992,28377.33984,950441100
6389,20190718,HSI,28461.66016,28461.66016,28393.03906,28511.65039,28376.5,925037300
6390,20190719,HSI,28765.40039,28765.40039,28585.15039,28809.58984,28551.19922,1261012300
6391,20190722,HSI,28371.25977,28371.25977,28612.2793,28649.43945,28303.55078,1104886500
6392,20190723,HSI,28466.48047,28466.48047,28392.03906,28489.28906,28313.78906,950029300
6393,20190724,HSI,28524.03906,28524.03906,28578.14063,28764.5,28515.91992,1075821900
6394,20190725,HSI,28594.30078,28594.30078,28575.49023,28628.50977,28517.00977,974264600
6395,20190726,HSI,28397.74023,28397.74023,28406.07031,28487.64063,28338.30078,1320699900
6396,20190729,HSI,28106.41016,28106.41016,28262.80078,28302.66016,27945.41016,1563572300
6397,20190730,HSI,28146.5,28146.5,28059.82031,28274.65039,28059.82031,1147561000
6398,20190731,HSI,27777.75,27777.75,27931.2793,27939.7207,27701.43945,1287084400
6399,20190801,HSI,27565.69922,27565.69922,27582.21094,27754.03906,27495.89063,1736444000
6400,20190802,HSI,26918.58008,26918.58008,26950.5293,27043.46094,26868.96094,2317609200
6401,20190805,HSI,26151.32031,26151.32031,26480.4707,26502.60938,26086.85938,2120745300
6402,20190806,HSI,25976.24023,25976.24023,25472.42969,26042.23047,25397.34961,2751867000
6403,20190807,HSI,25997.0293,25997.0293,25977.7207,26025.43945,25738.80078,1671335000
6404,20190808,HSI,26120.76953,26120.76953,25999.44922,26317.41992,25999.44922,1658129900
6405,20190813,HSI,25281.30078,25281.30078,25536.61914,25616.71094,25270.91016,1979089800
6406,20190814,HSI,25302.2793,25302.2793,25711.09961,25717.98047,25197.38086,1915522900
6407,20190815,HSI,25495.46094,25495.46094,24945.74023,25552.13086,24899.92969,2145864600
6408,20190816,HSI,25734.2207,25734.2207,25484.96094,25798.10938,25314.26953,2022477500
6409,20190819,HSI,26291.83984,26291.83984,25994.80078,26356.2207,25994.80078,2144882700
6410,20190820,HSI,26231.53906,26231.53906,26256.53906,26347.23047,26149.40039,1822936100
6411,20190821,HSI,26270.03906,26270.03906,26160.53906,26318.13086,26075.91016,1701479200
6412,20190822,HSI,26048.7207,26048.7207,26272.91016,26288.24023,25977.66992,1780728400
6413,20190823,HSI,26179.33008,26179.33008,26057.88086,26241.2207,25940.43945,1621440900
6414,20190826,HSI,25680.33008,25680.33008,25322,25692.2793,25249.50977,2475604900
6415,20190827,HSI,25664.07031,25664.07031,25715.98047,25764.60938,25581.73047,2214167200
6416,20190828,HSI,25615.48047,25615.48047,25767.08008,25830.64063,25596.08008,1462114400
6417,20190829,HSI,25703.5,25703.5,25606.33008,25714.7793,25372.49023,1784869100
6418,20190830,HSI,25724.73047,25724.73047,26011.64063,26011.64063,25536.15039,2017892000
6419,20190902,HSI,25626.55078,25626.55078,25627.83008,25662.31055,25502.69922,1295066700
6420,20190903,HSI,25527.84961,25527.84961,25546.32031,25736.05078,25498.10938,1149210200
6421,20190904,HSI,26523.23047,26523.23047,25675.16016,26654.21094,25675.16016,2688524600
6422,20190905,HSI,26515.5293,26515.5293,26512.85938,26697.84961,26283.11914,1996619100
6423,20190906,HSI,26690.75977,26690.75977,26773.13086,26790.78906,26563.16992,1895344700
6424,20190909,HSI,26681.40039,26681.40039,26743.35938,26807.85938,26609.65039,1700948300
6425,20190910,HSI,26683.67969,26683.67969,26831.98047,26870.76953,26634.4707,1738020300
6426,20190911,HSI,27159.06055,27159.06055,26790.64063,27159.50977,26705.63086,2072246200
6427,20190912,HSI,27087.63086,27087.63086,27283.98047,27283.98047,26967.25,1337046900
6428,20190913,HSI,27352.68945,27352.68945,27154.50977,27366.44922,27074.53906,1176496300
6429,20190916,HSI,27124.55078,27124.55078,27212.89063,27212.89063,26976.30078,2189101500
6430,20190917,HSI,26790.24023,26790.24023,26942.96094,26951.83984,26694.36914,1850715100
6431,20190918,HSI,26754.11914,26754.11914,26838.42969,26891.16016,26730.63086,1372644100
6432,20190919,HSI,26468.94922,26468.94922,26820.73047,26820.73047,26372.08984,1330417000
6433,20190920,HSI,26435.66992,26435.66992,26532.88086,26564.35938,26410.41016,1972985800
6434,20190923,HSI,26222.40039,26222.40039,26463.61914,26483.0293,26186.00977,1285452900
6435,20190924,HSI,26281,26281,26300.21094,26391.98047,26207.26953,2089366000
6436,20190925,HSI,25945.34961,25945.34961,26162.71094,26190.56055,25917.67969,1762622300
6437,20190926,HSI,26041.92969,26041.92969,26075.15039,26099.64063,25917.58008,1700238600
6438,20190927,HSI,25954.81055,25954.81055,25977.98047,26017.46094,25840.66016,984279500
6439,20190930,HSI,26092.26953,26092.26953,25844.71094,26161.69922,25786.28906,1343934800
6440,20191001,HSI,26092.26953,26092.26953,25844.71094,26161.69922,25786.28906,1343934800
6441,20191002,HSI,26042.68945,26042.68945,25901.4707,26092.61914,25778.2207,1202153800
6442,20191003,HSI,26110.31055,26110.31055,25831.43945,26192.86914,25809.4707,1142351000
6443,20191004,HSI,25821.0293,25821.0293,26169.50977,26169.50977,25612.49023,1137243700
6444,20191007,HSI,25821.0293,25821.0293,26169.50977,26169.50977,25612.49023,1137243700
6445,20191008,HSI,25893.40039,25893.40039,25848.73047,26180.0293,25761.5,1779110400
6446,20191009,HSI,25682.81055,25682.81055,25736.88086,25866.83984,25656.66016,1588334500
6447,20191010,HSI,25707.92969,25707.92969,25625.57031,25809.58008,25521.94922,1434231600
6448,20191011,HSI,26308.43945,26308.43945,25986.82031,26393.00977,25976.07031,2030977900
6449,20191014,HSI,26521.84961,26521.84961,26520.92969,26636.92969,26386.41016,2096251800
6450,20191015,HSI,26503.92969,26503.92969,26609.13086,26609.13086,26433.42969,1569211500
6451,20191016,HSI,26664.2793,26664.2793,26553.90039,26698.56055,26432.42969,1689389100
6452,20191017,HSI,26848.49023,26848.49023,26809.03906,26956.82031,26729.50977,1403839300
6453,20191018,HSI,26719.58008,26719.58008,26910.55078,26985.08008,26650.13086,1541856100
6454,20191021,HSI,26725.67969,26725.67969,26715.2207,26818.43945,26658.32031,1045151500
6455,20191022,HSI,26786.19922,26786.19922,26813.81055,26844.28906,26698.30078,1496851400
6456,20191023,HSI,26566.73047,26566.73047,26771.98047,26818.99023,26491.71094,1270778600
6457,20191024,HSI,26797.94922,26797.94922,26651.0293,26810.42969,26592.17969,1496729000
6458,20191025,HSI,26667.39063,26667.39063,26795.64063,26795.64063,26621.17969,1151226200
6459,20191029,HSI,26786.75977,26786.75977,27027.56055,27027.56055,26729.06055,1515348700
6460,20191030,HSI,26667.71094,26667.71094,26766.98047,26809.5293,26602.94922,1554112000
6461,20191031,HSI,26906.7207,26906.7207,26708.44922,27009.5,26708.44922,1907594000
6462,20191101,HSI,27100.75977,27100.75977,26806.43945,27102.41992,26800.57031,1421451500
6463,20191104,HSI,27547.30078,27547.30078,27299.88086,27547.30078,27299.46094,1777502800
6464,20191105,HSI,27683.40039,27683.40039,27601.09961,27733.07031,27463.33008,1748633300
6465,20191106,HSI,27688.64063,27688.64063,27636.33008,27750.91016,27547.76953,1316670900
6466,20191107,HSI,27847.23047,27847.23047,27690.59961,27900.80078,27534.91016,1353594600
6467,20191108,HSI,27651.14063,27651.14063,27894.56055,27894.56055,27582.28906,1491797400
6468,20191111,HSI,26926.55078,26926.55078,27361.41016,27361.41016,26830.4707,1921659900
6469,20191112,HSI,27065.2793,27065.2793,27064.25977,27076.66992,26794.60938,1149626200
6470,20191113,HSI,26571.46094,26571.46094,26761.16016,26761.16016,26465.33008,1855002900
6471,20191114,HSI,26323.68945,26323.68945,26444.23047,26605.96094,26203.9707,1554697800
6472,20191115,HSI,26326.66016,26326.66016,26529.94922,26544.65039,26300.08008,1180282700
6473,20191118,HSI,26681.08984,26681.08984,26442.39063,26702.16016,26406.34961,1425323100
6474,20191119,HSI,27093.80078,27093.80078,26671.32031,27093.80078,26605.63086,1542578800
6475,20191120,HSI,26889.60938,26889.60938,26936.78906,26962.16992,26804.34961,1333243700
6476,20191121,HSI,26466.88086,26466.88086,26587.58984,26587.58984,26306.01953,1712162300
6477,20191122,HSI,26595.08008,26595.08008,26584.88086,26690.16992,26487.66992,1100431900
6478,20191125,HSI,26993.03906,26993.03906,26873.34961,27114.2207,26852.89063,1497175900
6479,20191126,HSI,26913.91992,26913.91992,27183.90039,27227.86914,26913.91992,2416392100
6480,20191127,HSI,26954,26954,26943.51953,26974.2793,26866.80078,1133748200
6481,20191128,HSI,26893.73047,26893.73047,26763.63086,26991.80078,26763.63086,998841900
6482,20191129,HSI,26346.49023,26346.49023,26705.38086,26705.38086,26308.09961,2004856800
6483,20191202,HSI,26444.7207,26444.7207,26475.33984,26511.55078,26393.08984,1348911800
6484,20191203,HSI,26391.30078,26391.30078,26315.9707,26424.11914,26063.01953,1795451800
6485,20191204,HSI,26062.56055,26062.56055,26071.39063,26191.78906,25995.15039,1502327900
6486,20191205,HSI,26217.03906,26217.03906,26300.50977,26300.50977,26134.06055,1228026600
6487,20191206,HSI,26498.36914,26498.36914,26345.19922,26520.08008,26309.33984,1644211100
6488,20191209,HSI,26494.73047,26494.73047,26513.9707,26618.25,26432.26953,1301819900
6489,20191210,HSI,26436.61914,26436.61914,26378.99023,26527.08984,26355.5293,956293300
6490,20191211,HSI,26645.42969,26645.42969,26410.08984,26659.98047,26364.42969,1409589200
6491,20191212,HSI,26994.14063,26994.14063,26837.93945,27048.98047,26837.93945,1451721900
6492,20191213,HSI,27687.75977,27687.75977,27494.50977,27687.75977,27405.25977,2212195500
6493,20191216,HSI,27508.08984,27508.08984,27530.5,27715.92969,27473.32031,1421412600
6494,20191217,HSI,27843.71094,27843.71094,27630.68945,27894.7207,27563.43945,1926224500
6495,20191218,HSI,27884.21094,27884.21094,27884.21094,27884.21094,27884.21094,0
6496,20191219,HSI,27800.49023,27800.49023,27908.7793,27908.7793,27675.24023,1296810200
6497,20191220,HSI,27871.34961,27871.34961,27834.55078,27959.51953,27740.66016,1680024400
6498,20191223,HSI,27906.41016,27906.41016,28024.61914,28024.61914,27830.08008,1216834000
6499,20191224,HSI,27864.21094,27864.21094,27901.50977,27921.28906,27792.66016,483984100
6500,20191226,HSI,27864.21094,27864.21094,27901.50977,27921.28906,27792.66016,483984100
6501,20191227,HSI,28225.41992,28225.41992,28033.66016,28226.10938,28000.61914,1375016100
6502,20191230,HSI,28319.39063,28319.39063,28250.48047,28418.65039,28165.13086,1420447400
6503,20191231,HSI,28189.75,28189.75,28241.42969,28298.46094,28123.85938,873713900
6504,20200102,HSI,28543.51953,28543.51953,28249.36914,28543.51953,28245.9707,1262732800
6505,20200103,HSI,28451.5,28451.5,28828.35938,28883.30078,28428.16992,1797904800
6506,20200106,HSI,28226.18945,28226.18945,28326.5,28367.86914,28054.28906,1793426600
6507,20200107,HSI,28322.06055,28322.06055,28352.67969,28473.08008,28264.07031,1302687200
6508,20200108,HSI,28087.91992,28087.91992,27999.58008,28198.60938,27857.73047,1709241600
6509,20200109,HSI,28561,28561,28367.65039,28561,28325.85938,1692786200
6510,20200110,HSI,28638.19922,28638.19922,28665.14063,28665.14063,28504.26953,1448401000
6511,20200113,HSI,28954.93945,28954.93945,28772.36914,28971.40039,28671.83984,1765055700
6512,20200114,HSI,28885.14063,28885.14063,29149.5293,29149.5293,28790.49023,1643504700
6513,20200115,HSI,28773.58984,28773.58984,28891.07031,28972.67969,28619.09961,1240120700
6514,20200116,HSI,28883.03906,28883.03906,28806.11914,28987.73047,28709.57031,1620926200
6515,20200117,HSI,29056.41992,29056.41992,28988.16016,29101.15039,28813.13086,1545082800
6516,20200120,HSI,28795.91016,28795.91016,29169.11914,29174.91992,28795.41992,1633383900
6517,20200121,HSI,27985.33008,27985.33008,28449.38086,28492.0293,27980.5,2236521700
6518,20200122,HSI,28341.03906,28341.03906,28116.5,28393.92969,27937.67969,1343288100
6519,20200123,HSI,27909.11914,27909.11914,28109.75,28133.0293,27706.36914,1753263000
6520,20200124,HSI,27949.64063,27949.64063,27935.41992,27977.63086,27774.5,612128700
6521,20200128,HSI,27949.64063,27949.64063,27935.41992,27977.63086,27774.5,612128700
6522,20200129,HSI,27160.63086,27160.63086,27101.53906,27333.30078,27101.53906,2203836100
6523,20200130,HSI,26449.13086,26449.13086,27030.60938,27134.55078,26330.05078,2223567800
6524,20200131,HSI,26312.63086,26312.63086,26757.60938,26818.83984,26295.49023,1874255200
6525,20200203,HSI,26356.98047,26356.98047,26189.60938,26512.58008,26145.58984,2421482700
6526,20200204,HSI,26675.98047,26675.98047,26491.66016,26730.25977,26491.66016,2500238100
6527,20200205,HSI,26786.74023,26786.74023,26869.32031,26926.11914,26641.91992,2498930800
6528,20200206,HSI,27493.69922,27493.69922,27174.5293,27608.2207,27029.49023,2249533900
6529,20200207,HSI,27404.26953,27404.26953,27356.2793,27410.58008,27224.11914,1464514700
6530,20200210,HSI,27241.33984,27241.33984,27092.15039,27314.64063,27044.88086,1612017900
6531,20200211,HSI,27583.88086,27583.88086,27514.25,27674.81055,27436.99023,1868625400
6532,20200212,HSI,27823.66016,27823.66016,27717.2207,27892.48047,27614.83008,1796561200
6533,20200213,HSI,27730,27730,27953.65039,27953.65039,27695.59961,1617010200
6534,20200214,HSI,27815.59961,27815.59961,27698.56055,27960.66016,27695.58984,1445335900
6535,20200217,HSI,27959.59961,27959.59961,27766.71094,28055.58008,27766.71094,1412999200
6536,20200218,HSI,27530.19922,27530.19922,27766.5,27771.30078,27496.25,1592221400
6537,20200219,HSI,27655.81055,27655.81055,27486.46094,27697.46094,27448.59961,1471538100
6538,20200220,HSI,27609.16016,27609.16016,27767.2793,27767.2793,27383.13086,1582073100
6539,20200221,HSI,27308.81055,27308.81055,27450.46094,27484.5293,27264.7793,1773613400
6540,20200224,HSI,26820.88086,26820.88086,27105.34961,27105.34961,26813.2207,2044657000
6541,20200225,HSI,26893.23047,26893.23047,26722.39063,26914.05078,26667.03906,1924042900
6542,20200226,HSI,26696.49023,26696.49023,26479.90039,26776.06055,26479.90039,2040000000
6543,20200227,HSI,26778.61914,26778.61914,26529.16992,26849.57031,26419.9707,2110369700
6544,20200228,HSI,26129.92969,26129.92969,26249.06055,26313.55078,25989.41016,3191426200
6545,20200302,HSI,26291.67969,26291.67969,26077.73047,26375.91016,26077.73047,2201535600
6546,20200303,HSI,26284.82031,26284.82031,26419.13086,26527.75,26233.39063,2136295000
6547,20200304,HSI,26222.07031,26222.07031,26321.56055,26372.48047,26038.39063,1957062400
6548,20200305,HSI,26767.86914,26767.86914,26348.16016,26805.58008,26315.35938,2522843200
6549,20200306,HSI,26146.66992,26146.66992,26397.7793,26408.80078,26084.23047,2646519300
6550,20200309,HSI,25040.46094,25040.46094,25134.01953,25321.2793,24948.38086,4677892400
6551,20200310,HSI,25392.50977,25392.50977,25285.67969,25578.60938,24978.9707,3225661100
6552,20200312,HSI,24309.07031,24309.07031,24657.66992,24657.66992,24117.93945,3748928400
6553,20200316,HSI,23063.57031,23063.57031,23317.81055,23631.5293,22842.25,4067029300
6554,20200317,HSI,23263.73047,23263.73047,23001.75977,23401.19922,22676.46094,3637973700
6555,20200318,HSI,22291.82031,22291.82031,23023.33984,23425.0293,22167.41992,4217153600
6556,20200319,HSI,21709.13086,21709.13086,22221.38086,22380.33984,21139.25977,5628397600
6557,20200320,HSI,22805.07031,22805.07031,22147.33984,22805.07031,22147.33984,4528187900
6558,20200323,HSI,21696.13086,21696.13086,21696.13086,21696.13086,21696.13086,0
6559,20200324,HSI,22663.49023,22663.49023,22497.57031,22753.00977,22383.25,3614066700
6560,20200325,HSI,23527.18945,23527.18945,23255.91016,23569.44922,23062.23047,3605374900
6561,20200326,HSI,23352.33984,23352.33984,23604.83008,23604.83008,23163.66992,2519508100
6562,20200327,HSI,23484.2793,23484.2793,23768.41016,23791.19922,23354.00977,2199674300
6563,20200330,HSI,23175.10938,23175.10938,23020.84961,23491.50977,22973.33008,2553435900
6564,20200331,HSI,23603.48047,23603.48047,23613.26953,23627.5293,23238.03906,2876326600
6565,20200401,HSI,23085.78906,23085.78906,23365.90039,23540.00977,22947.64063,2879977600
6566,20200402,HSI,23280.06055,23280.06055,22838.66992,23280.06055,22756.13086,2560937400
6567,20200403,HSI,23236.10938,23236.10938,23072.94922,23236.10938,23030.58008,1870630600
6568,20200406,HSI,23749.11914,23749.11914,23558.83008,23832.92969,23271.4707,1834036600
6569,20200407,HSI,24253.28906,24253.28906,24093.05078,24262.00977,23796.0293,2535034600
6570,20200408,HSI,23970.36914,23970.36914,24191.32031,24191.32031,23897.40039,1840854100
6571,20200409,HSI,24300.33008,24300.33008,24181.32031,24308.68945,24045.17969,1725334600
6572,20200413,HSI,24300.33008,24300.33008,24181.32031,24308.68945,24045.17969,1725334600
6573,20200414,HSI,24435.40039,24435.40039,24347.60938,24546.39063,24283.13086,2050447800
6574,20200415,HSI,24145.33984,24145.33984,24499.85938,24603.59961,24090.5,1906625200
6575,20200416,HSI,24006.44922,24006.44922,24025.44922,24102.91016,23854.78906,1865473400
6576,20200417,HSI,24380,24380,24457.83008,24666.64063,24308.7793,1937579000
6577,20200420,HSI,24330.01953,24330.01953,24503.56055,24503.56055,24225.55078,1375091600
6578,20200421,HSI,23793.55078,23793.55078,24247.83984,24247.83984,23676.13086,2160661700
6579,20200422,HSI,23893.35938,23893.35938,23540.53906,23939.28906,23483.31055,1668362400
6580,20200423,HSI,23977.32031,23977.32031,23983.65039,24107.88086,23806.30078,1814344800
6581,20200424,HSI,23831.33008,23831.33008,23844.55078,23957.16992,23730.49023,1301664900
6582,20200427,HSI,24280.14063,24280.14063,24030.66016,24318.81055,24030.53906,1592713000
6583,20200428,HSI,24575.96094,24575.96094,24401.11914,24582.66016,24176.88086,1687557300
6584,20200429,HSI,24643.58984,24643.58984,24786.01953,24855.4707,24549.61914,1648009000
6585,20200430,HSI,24643.58984,24643.58984,24786.01953,24855.4707,24549.61914,1648009000
6586,20200504,HSI,23613.80078,23613.80078,23895.10938,23897.5293,23584.94922,2556774000
6587,20200505,HSI,23868.66016,23868.66016,23755.76953,23928.44922,23697.88086,1332967300
6588,20200506,HSI,24137.48047,24137.48047,23868.01953,24235.0293,23868.01953,1890000000
6589,20200508,HSI,24230.16992,24230.16992,24193.35938,24263.73047,24097.11914,1274113200
6590,20200511,HSI,24602.06055,24602.06055,24470.17969,24766.83008,24470.17969,1458200000
6591,20200512,HSI,24245.67969,24245.67969,24358,24411.03906,24136.19922,1479628600
6592,20200513,HSI,24180.30078,24180.30078,24111.66992,24320.19922,23979.36914,1359038500
6593,20200514,HSI,23829.74023,23829.74023,24038.07031,24081.18945,23790.26953,1697720800
6594,20200515,HSI,23797.4707,23797.4707,23834.67969,23985.11914,23671.60938,1509478600
6595,20200518,HSI,23934.76953,23934.76953,23736.66992,23952.05078,23722.16992,1645114700
6596,20200519,HSI,24388.13086,24388.13086,24489.55078,24552.55078,24314.44922,2022987500
6597,20200520,HSI,24399.94922,24399.94922,24462.90039,24514.86914,24315.75,1432021300
6598,20200521,HSI,24280.0293,24280.0293,24528.91016,24528.91016,24208.16016,1474345000
6599,20200522,HSI,22930.14063,22930.14063,23756.91016,23756.91016,22878.25977,3680989100
6600,20200526,HSI,23384.66016,23384.66016,23198.33984,23481.48047,23165.49023,1421148200
6601,20200527,HSI,23301.35938,23301.35938,23515.14063,23515.14063,23134.60938,1837146100
6602,20200528,HSI,23132.75977,23132.75977,23206.75,23451.7793,22779.61914,2356792600
6603,20200529,HSI,22961.4707,22961.4707,22781.10938,23089.76953,22781.10938,3621412000
6604,20200601,HSI,23732.51953,23732.51953,23539.91016,23806.32031,23539.91016,2569148800
6605,20200602,HSI,23995.93945,23995.93945,23792.24023,23995.93945,23766.15039,1813293900
6606,20200603,HSI,24325.61914,24325.61914,24303.56055,24364.00977,24219.96094,2455118300
6607,20200604,HSI,24366.30078,24366.30078,24643.83984,24643.83984,24204.09961,1888873500
6608,20200605,HSI,24770.41016,24770.41016,24388.17969,24810.2207,24253.56055,2397618300
6609,20200608,HSI,24776.76953,24776.76953,25018.05078,25018.7793,24678.55078,2123439500
6610,20200609,HSI,25057.2207,25057.2207,24906.00977,25253.66992,24837.73047,2203396500
6611,20200610,HSI,25049.73047,25049.73047,25179.0293,25303.7793,24968.30078,1971349200
6612,20200611,HSI,24480.15039,24480.15039,24997.83984,25059.32031,24480.15039,1838958200
6613,20200612,HSI,24301.38086,24301.38086,23920.69922,24317.7207,23895.0293,1824519600
6614,20200615,HSI,23776.94922,23776.94922,23991.38086,24242.9707,23684.96094,2104538300
6615,20200616,HSI,24344.08984,24344.08984,24318.15039,24534.76953,24302.25,1611589900
6616,20200617,HSI,24481.41016,24481.41016,24363.39063,24532.00977,24195.82031,1278279300
6617,20200618,HSI,24464.93945,24464.93945,24386.31055,24464.93945,24121.89063,1811327100
6618,20200619,HSI,24643.89063,24643.89063,24373.35938,24776.53906,24334.35938,2390285700
6619,20200622,HSI,24511.33984,24511.33984,24528.5293,24628.94922,24391.16992,1612294200
6620,20200623,HSI,24907.33984,24907.33984,24541.43945,24907.33984,24184.88086,1549053700
6621,20200624,HSI,24781.58008,24781.58008,25034.86914,25071.32031,24770.94922,1431913700
6622,20200625,HSI,24781.58008,24781.58008,25034.86914,25071.32031,24770.94922,1431913700
6623,20200626,HSI,24549.99023,24549.99023,24697.98047,24756.58008,24537.76953,1509260100
6624,20200629,HSI,24301.2793,24301.2793,24627.64063,24627.64063,24148.61914,1835855400
6625,20200630,HSI,24427.18945,24427.18945,24468.24023,24598.60938,24271.76953,1892323300
6626,20200701,HSI,24427.18945,24427.18945,24468.24023,24598.60938,24271.76953,1892323300
6627,20200702,HSI,25124.18945,25124.18945,24563.57031,25124.18945,24563.57031,2746546400
6628,20200703,HSI,25373.11914,25373.11914,25319.2793,25453.58008,25182.59961,2320568900
6629,20200706,HSI,26339.16016,26339.16016,25545.53906,26453.60938,25543.15039,4883381900
6630,20200707,HSI,25975.66016,25975.66016,26571.08008,26782.61914,25911.74023,3913840700
6631,20200708,HSI,26129.17969,26129.17969,26078.60938,26299.83984,25849.7793,2582679500
6632,20200709,HSI,26210.16016,26210.16016,26351.13086,26374.93945,26016.75,2452681700
6633,20200713,HSI,25772.11914,25772.11914,25848.80078,26103.83984,25715.24023,2127288800
6634,20200714,HSI,25477.89063,25477.89063,25663.16016,25663.16016,25254.32031,2180279200
6635,20200715,HSI,25481.58008,25481.58008,25888.7793,25888.7793,25299.35938,1849317300
6636,20200716,HSI,24970.68945,24970.68945,25549.40039,25576.49023,24919.94922,1935051700
6637,20200717,HSI,25089.16992,25089.16992,25142.06055,25263.9707,25015.2793,1362500400
6638,20200720,HSI,25057.99023,25057.99023,25019.59961,25222.10938,24766.16992,1650620500
6639,20200721,HSI,25635.66016,25635.66016,25427.06055,25635.66016,25378.38086,1752171900
6640,20200722,HSI,25057.93945,25057.93945,25575.25,25779.66016,25057.93945,2390051200
6641,20200723,HSI,25263,25263,25235.90039,25346.35938,24992.36914,1910000000
6642,20200724,HSI,24705.33008,24705.33008,25040.75977,25101.09961,24598.46094,3029706400
6643,20200727,HSI,24603.25977,24603.25977,24909.96094,24972.46094,24526.91016,1491211000
6644,20200728,HSI,24772.75977,24772.75977,24942.74023,24942.74023,24642.34961,1358418200
6645,20200729,HSI,24883.14063,24883.14063,24710.50977,24905.43945,24671.50977,1080335100
6646,20200730,HSI,24710.58984,24710.58984,24979.24023,25197.31055,24616.05078,1779681900
6647,20200803,HSI,24458.13086,24458.13086,24566.81055,24647.2793,24250.98047,2012723100
6648,20200804,HSI,24946.63086,24946.63086,24664.59961,25062.41016,24539.43945,1906615900
6649,20200805,HSI,25102.53906,25102.53906,25029.39063,25167.2207,24868.28906,1477936300
6650,20200806,HSI,24930.58008,24930.58008,25201.43945,25201.43945,24641.08984,1596206100
6651,20200807,HSI,24531.61914,24531.61914,24909.36914,24909.36914,24167.78906,1610164700
6652,20200811,HSI,24890.67969,24890.67969,24662.03906,25031.57031,24662.03906,1628363900
6653,20200812,HSI,25244.01953,25244.01953,24868.63086,25291.80078,24685.43945,1763950100
6654,20200813,HSI,25230.66992,25230.66992,25490.01953,25490.01953,25144.46094,1761196500
6655,20200814,HSI,25183.00977,25183.00977,25072.44922,25378.5293,25040.55078,1429766800
6656,20200817,HSI,25347.33984,25347.33984,25212.2793,25588.66992,25163.28906,1955689100
6657,20200818,HSI,25367.38086,25367.38086,25470.9707,25470.9707,25257.88086,1534776000
6658,20200819,HSI,25178.91016,25178.91016,25359.0293,25382.50977,25079.25,1132238600
6659,20200820,HSI,24791.39063,24791.39063,25055.34961,25055.34961,24621.32031,1995701500
6660,20200821,HSI,25113.83984,25113.83984,25007.13086,25178.78906,24885.85938,1210267900
6661,20200824,HSI,25551.58008,25551.58008,25352.78906,25551.58008,25325.15039,1352263800
6662,20200825,HSI,25486.2207,25486.2207,25586.99023,25621.08008,25352.25977,1350837400
6663,20200826,HSI,25491.78906,25491.78906,25520.41016,25603.16992,25360.0293,1319876200
6664,20200827,HSI,25281.15039,25281.15039,25469.76953,25469.76953,25186.41992,1701268300
6665,20200828,HSI,25422.06055,25422.06055,25330.76953,25749.40039,25258.16016,2065272600
6666,20200831,HSI,25177.05078,25177.05078,25732.49023,25847.10938,25177.05078,3195378200
6667,20200901,HSI,25184.84961,25184.84961,25085.66992,25254.14063,24995.44922,1729452000
6668,20200902,HSI,25120.08984,25120.08984,25239.85938,25239.85938,24931.16992,2349955800
6669,20200903,HSI,25007.59961,25007.59961,25026.99023,25216.01953,24854.58008,2007341100
6670,20200904,HSI,24695.44922,24695.44922,24668.80078,24813.96094,24488.64063,3393745100
6671,20200907,HSI,24589.65039,24589.65039,24621.01953,24908.28906,24475.60938,1682872900
6672,20200908,HSI,24624.33984,24624.33984,24785.25977,24785.25977,24341.32031,2074591000
6673,20200909,HSI,24468.92969,24468.92969,24295.41992,24520.91992,24213.35938,1749348400
6674,20200910,HSI,24313.53906,24313.53906,24584.93945,24615.59961,24293.21094,1349478000
6675,20200911,HSI,24503.31055,24503.31055,24352.63086,24572.66016,24293.0293,1306598900
6676,20200914,HSI,24640.2793,24640.2793,24569.0293,24750.94922,24556.51953,1091380700
6677,20200915,HSI,24732.75977,24732.75977,24621.65039,24826.86914,24621.65039,1733769600
6678,20200916,HSI,24725.63086,24725.63086,24823.96094,24829.86914,24635.24023,1303202100
6679,20200917,HSI,24340.84961,24340.84961,24676.41016,24713.78906,24250.90039,1630900300
6680,20200918,HSI,24455.41016,24455.41016,24381.13086,24501.16016,24295.00977,2301812900
6681,20200921,HSI,23950.68945,23950.68945,24483.91016,24542.55078,23928.01953,1602081500
6682,20200922,HSI,23716.84961,23716.84961,23839.66992,23908.50977,23675.61914,1553227700
6683,20200923,HSI,23742.50977,23742.50977,23701.11914,23795.18945,23559.99023,1642933400
6684,20200924,HSI,23311.07031,23311.07031,23537.83008,23590.41992,23225.33008,1913657500
6685,20200925,HSI,23235.41992,23235.41992,23425.75,23495.25977,23124.25,1794075400
6686,20200928,HSI,23476.05078,23476.05078,23284.08984,23523.81055,23250.33984,1446839400
6687,20200929,HSI,23275.5293,23275.5293,23584.60938,23601.40039,23256.91992,1526746600
6688,20200930,HSI,23459.05078,23459.05078,23548.89063,23780.86914,23368.49023,1453016000
6689,20201001,HSI,23459.05078,23459.05078,23548.89063,23780.86914,23368.49023,1453016000
6690,20201002,HSI,23459.05078,23459.05078,23548.89063,23780.86914,23368.49023,1453016000
